lif;ref
-5l;-5c
2n;-g6
ga;-p
-63;-d4
7u;j
56;f2
-cr;3p
-8w;40
-5t;-b3
43;1
-87;-eq
-17;-kg
4o;k
-6;o
-30;-m6
-93;-61
55;-2g
-87;-6f
-7g;-gt
-3w;4g
-9a;6w
a8;4r
33;bs
-6e;5
8;-49
2r;5c
gp;-13
-do;av
-6g;18
2y;-55
2o;-4s
-23;5b
-1q;1w
gz;6n
-p;7z
1p;-5a
fl;-a4
-pm;e
-1r;d8
-4p;-b
43;-8m
45;4n
8k;-3t
4w;-gf
-fl;6p
44;aj
8t;bl
6c;61
al;-j
3x;-b1
-3m;-4r
fm;3r
-p;6m
-8j;-5e
i3;-1q
-94;-3y
-48;97
-6m;3o
-1r;-g
-4b;-3b
s;-8t
db;-3w
23;5u
-88;u
-l;-h
33;-9
cj;-aj
57;1g
-54;c8
2x;-65
3i;-4g
kd;-e9
-8k;-2m
-b6;a6
-3a;5c
5w;-y
-41;-3a
6u;9r
ad;-8g
3n;95
m3;h
2l;1r
2q;a3
-1p;-8j
-61;-6n
-nu;-8e
-bn;7z
91;8p
b8;k8
-3d;-jt
3a;7b
-n;6e
-hm;h7
-32;do
-6d;-4h
6g;-45
-31;-7c
b;-8r
-cw;-7b
9u;54
8n;-13
-54;-q
-h;-4w
-c6;19
-20;-1s
-2n;-d9
-gw;ay
-hx;m
mk;gy
5d;gh
3h;-5g
io;-2r
65;g1
-64;-8j
-4l;-1h
80;88
p;-23
-53;-53
ec;9l
-78;u
-8z;1e
1c;-m
-2p;-8o
12;80
-y;-hj
-90;-an
h;-by
-3x;6m
5y;-6l
cc;-1t
-4y;v
cn;bj
3a;-99
-c4;6
k7;76
-71;-9h
2e;-2t
1f;49
-i;-br
-1e;-4t
1c;3r
-bt;-1c
-d9;-2r
ic;20
4v;3s
aq;-30
6w;7j
-8p;-u
-eo;-3j
-i2;-5c
-7g;-6e
-6c;2m
1h;-44
-52;-2v
d;-x
4d;-7w
-5q;-ew
-2g;a
-ds;am
-b6;-ew
-9r;9s
-2l;9h
1h;78
dy;-43
-jc;i7
-3f;-e6
-1l;d2
93;c5
4y;-ks
-b;26
-46;7n
b4;5o
-k5;aw
-1k;ek
-4j;il
-79;3s
-n;-c2
-2d;1n
-c9;-2z
-k9;30
-5o;-3g
3e;-q
1u;3q
-5t;-7m
cr;5r
-3j;-35
-94;86
-5e;1k
-4i;4v
-bm;5e
5a;-5h
-v;-6r
-7e;-7c
-88;fc
53;-94
14;8j
8p;9s
-gx;-at
6g;-9n
-33;d
5a;-2t
bt;ed
c3;j0
-1h;-e5
-3s;-3o
-7t;3y
-fv;ap
-6b;58
4q;b1
6p;-7s
gf;35
24;-36
-fq;-71
-63;-gy
-47;6v
-9v;2b
-85;by
6v;-4q
-5b;-3
8k;36
-2u;3o
-e0;-1c
-bh;9j
9h;7y
y;-38
-3u;-ao
8v;-k3
-46;-7f
-bp;-37
-2m;g
-80;33
-8x;-3m
-5i;77
2v;6h
-44;39
0;60
4p;-7f
hn;ai
-28;51
8k;6m
-gg;-3f
dv;-86
76;-88
9g;-2
e;3l
c6;3p
2p;2e
-7f;-6c
fd;-30
a3;-5u
ew;-24
hg;-4j
-t;-69
-a6;-2w
4o;-7h
30;m
-6;-5i
-9t;1i
1a;-83
-r;-1q
-91;87
4j;-1m
-2h;3d
-f4;dm
hw;-7p
-11;d3
-2n;10
4c;23
1j;8y
a3;-av
g3;5z
-8p;43
d;-bc
8w;2c
9n;2g
-95;3d
m;fo
-1w;-e7
-f;bt
-6j;3t
3l;8
9z;-cd
-6a;75
-ck;9j
4e;g7
7b;45
-5w;6c
-3w;-19
2r;-1n
3b;-iw
-1i;-4z
6z;d
6g;6c
-2l;-4v
8;6b
-dt;as
-6r;-gt
-8m;1e
-6l;-4p
-51;-3r
6l;7o
3f;-9l
-40;2d
-4p;-84
-i;2y
bk;-81
-6l;-5p
-7f;50
-1j;-18
-c;-5q
-3d;-5r
vc;2
-5m;-bg
-dz;-6c
-fs;lj
-6z;6v
1v;-59
c4;-gm
-8t;-87
e0;-2t
ch;5r
bq;3x
-p;-51
-ef;89
-5t;-55
3t;-2w
2o;dw
-9x;3f
-al;-7o
33;-7f
-y;ee
-4s;-73
-43;iv
-7k;1a
-36;3z
72;8j
1s;-6t
it;-dc
gl;3q
-6p;-ar
-79;b1
-8e;5q
-57;7f
bp;-b
-au;-28
-kh;5a
10;-2b
-3d;-i7
-4i;-99
2n;-9s
93;-4c
-9i;-5d
-1f;8
-k;-8f
-93;3g
-ao;-7m
-17;65
ak;-37
-q;-3d
-10;-dt
-7p;39
-t;1d
-5p;55
-32;-o
ia;1h
-20;-b1
-2p;jh
-gm;90
cc;-6j
9r;-8o
o;-44
ky;3b
-67;7c
7z;hy
71;d2
89;-18
-75;47
br;-59
ap;9
-7q;-ac
-9e;7b
cr;4t
-3w;-1d
16;-14
-53;-4n
be;63
6o;am
8a;aj
-7f;-eb
-d;-ej
-74;2v
-ab;-2t
-d0;-l4
-13;96
44;w
-ct;-bs
9e;c4
-dw;55
jl;-dh
6a;e8
kl;86
-pu;41
-h2;62
-ch;-55
-ap;8
-4r;bz
-2s;-3o
-4p;gw
8g;-ai
3;97
-2e;6l
-2t;-3w
7h;6l
-bo;-bj
6l;-f2
-38;5h
hi;h3
-6i;k
2y;5p
-v;4q
a0;5h
5g;-3i
bg;-5m
-a1;1b
di;-2
76;-ol
-9n;-cg
-d;x
-hj;pt
-4f;9a
-9u;6a
-3n;5f
7k;28
-bt;6q
6k;-5f
4t;-66
-e1;-kj
-49;1e
-76;e9
6f;an
m;-43
-c;4y
dk;o2
-72;-9y
-ch;-2o
3a;-60
-ar;dj
er;-27
60;40
57;-45
2e;-6s
6a;dz
-kj;gx
1v;7d
6;-ao
9e;-7p
-21;3t
at;-dd
-d0;nc
-gz;7n
-3p;-q
-i6;-2r
-9y;5i
ex;-ai
68;85
-5w;-b2
-c;28
d7;-6f
6k;-i9
e8;5u
-3m;-6d
da;-a4
-6a;34
-4e;4
h;-i5
-3a;a1
21;b1
-cu;-4c
-48;46
-1w;5r
i9;52
-5k;hh
2c;-g2
-cv;-8g
r;bw
6a;77
-d4;f3
-e0;-5l
a7;-57
-az;-21
-3l;-cc
-39;-ey
ds;2c
-68;6w
5q;el
41;82
3e;b9
-4a;-3t
al;1a
-kg;-3g
2;bm
-8l;cg
-8;14
-6n;-3
1w;3n
-af;-4n
4s;-3c
7n;-8x
9;1h
8l;-3a
4w;-js
-10;-13
-hx;-c9
-7m;-bm
3l;-15
-18;83
-7q;-c
-2h;y
7;55
3;-cb
-bj;-em
o;-gx
7a;-ao
mn;4k
-5s;-6x
-ch;9m
-1y;-99
gt;di
by;aq
-d0;20
-4b;48
-6y;-bg
4v;-7w
-86;-ha
-ae;8o
-4k;7z
-27;-3j
-6g;62
-54;-2g
7r;-ff
-1d;-54
3s;44
3s;-6o
2f;fv
a;-9m
98;-hr
3e;-8s
-15;-28
-3v;-hg
pl;-6w
2l;6k
5y;-8y
5o;-90
-kc;83
-4p;cd
-63;8q
-69;21
4t;-8
4y;-49
-4e;o
-y;a
4n;-38
-ci;-cb
l3;-bp
-a5;1f
-44;-48
-8u;kn
fg;6l
-bu;-6k
-cb;2d
cq;-an
-1y;5i
-s9;1m
1m;19
by;-s
am;1r
4w;-2v
bk;-1m
5v;-ce
gj;-a1
f;am
-4o;z
7w;9t
-h6;-20
-8g;-ap
-e;46
8d;-ad
g1;7m
-2a;-2r
-1b;-37
-9p;-4x
-e3;1l
-89;m
4f;-80
12;-36
2v;a3
-n;-2n
-fn;5s
i;-q
-88;46
57;b4
d;-2o
-f2;57
3u;64
7x;17
7g;31
-21;9k
17;67
-bp;do
-7r;4f
-5w;-5
-1o;bx
40;-9m
dl;-49
mm;-3z
7a;8r
hi;-9q
9w;-7g
i9;-5s
20;n2
dv;-78
dz;9c
-s;66
70;kk
-6a;95
-ka;-63
cf;-12
-ay;g
90;49
25;-k6
-96;-1
4v;m8
hd;c3
-9h;-9t
dh;-9x
-ej;6m
-7a;n
-7t;9i
47;3o
6i;-7a
7;9a
5m;4c
du;60
7f;-g
-a8;-8g
-ai;bq
-9a;-1y
-77;76
-1a;45
35;bs
-1k;-4k
90;-77
-4e;9g
-g1;3l
4p;-8l
9k;-8
-3w;-80
6g;-c8
72;-85
-hv;71
-75;-77
-1y;6d
3a;c9
-k1;2d
2z;-8f
5i;g5
86;-6e
-7b;-e
-5a;1m
-68;-8u
-6p;50
5h;-1a
-e8;-cy
-6e;-7k
3;-4u
-3w;-8q
-6m;7c
-fx;-cg
-1p;7m
-3p;39
by;-h
-g1;br
-8k;-1b
6r;1i
6z;7g
-ca;-2s
-8o;-2g
-bw;br
-4;-ow
-4h;5r
-ht;8s
-1d;2i
-4q;-9i
3t;2k
-40;n
8z;pl
cz;-7o
76;2l
-by;-7w
-4p;2j
-8p;-55
11;1b
-io;dq
-c;-6v
ea;-3a
-8r;-99
b6;-47
-5t;9f
w;7o
98;f3
74;da
-b8;v
7f;-1m
b9;-1y
2z;3r
-30;6u
96;-7
-15;-4d
-6v;-6i
-56;-y
-2m;86
-hj;5w
3z;-b
-4f;-eh
-hc;-1x
dh;aw
-9f;-18
-ek;4i
37;-76
-5;-8a
-dq;en
7a;-dr
ad;-i
g9;1h
kj;a7
nu;-b3
89;-ir
-98;-8k
pb;41
-8u;87
ml;16
8x;4t
-1r;-p
ap;-45
-3p;42
8m;6j
9b;-1m
64;-n
-e4;-gi
-4r;q5
-3d;1u
3l;-5j
3s;-nf
7n;a0
-77;-ek
-k2;-6g
5i;55
-1k;-53
aw;-16
-br;-aw
1o;-4m
-9j;-4o
2u;-7v
92;49
29;2r
-24;-5k
-cp;-1t
-ac;ay
e7;-2v
1w;-eh
-5a;b0
-dv;n
-z;4x
6c;-5a
47;ax
-44;26
4u;-do
bl;-k
6e;-7e
-6g;-4f
-70;1g
-3c;7f
7d;34
95;-5i
43;u
-4z;fu
5s;-aq
h;3f
e9;-2g
3d;91
-fx;4i
1o;-a
8n;-5f
70;9r
78;-5x
-2k;ap
-4o;-62
9n;-9v
kf;-9o
6r;2t
37;-8d
-2c;4x
8r;2i
-s;-3e
-au;-61
hd;6x
0;-8v
-bv;-44
4;-7f
-7v;fw
-9p;40
ac;6j
-ah;g3
h;-ce
27;4z
-31;-8g
9g;7u
1r;-i
-8d;46
3q;-2p
-bq;1g
-7w;-10
b;-98
my;c
7w;-a1
-6;-15
-ht;dl
63;7n
9s;-33
-1b;12
7f;ah
d1;-ew
4s;-4l
-gn;6y
-6n;-gg
a4;-fx
aq;-4w
i4;-w
6y;-1t
-3n;-4p
3d;-f4
-1a;3k
n;5b
20;-aq
dc;9z
-h8;9t
b6;-g7
-bl;6g
-7g;-5y
68;-cz
-4f;4k
-dy;-bu
-2r;-g2
32;-1n
-6e;58
bp;-3f
2d;3f
73;-83
il;31
-g4;23
-me;gx
5t;-a5
7y;-b1
2s;-6a
-d8;-1i
-8i;bs
-54;ei
ac;af
6p;-3m
-4e;-1e
55;-4e
-2q;ed
-9q;gc
-1j;7o
-f1;43
-he;-4p
f7;br
-8w;-23
-k;-6e
-d;-62
d8;-2s
-5z;-3v
5l;-42
-40;5f
-6l;-5m
-52;-c2
-3i;-d8
-dc;6p
-bd;-44
3q;-7n
8j;-cq
96;b7
-4n;j4
-7f;e8
-5v;7h
-3a;-9s
-6n;ix
-gc;ht
6d;-b2
-15;lw
le;-86
3d;13
1t;h9
-34;-2v
-9s;-43
-3k;ad
4e;-e1
2f;ax
4c;-5v
j1;-o7
-bw;7k
4l;-b2
31;76
-2l;-5r
-5e;h
1r;-gp
-dz;-2j
-lp;-aj
-ew;20
-a;-4l
-39;9r
-7x;-7t
-hn;87
-51;22
6w;-gy
-fm;-2q
4b;-gc
4c;4u
3j;77
-y;-k
-4v;2v
67;-2u
-7n;b0
-2n;-hk
-1m;-88
dp;b
-7l;-1i
-49;-4g
63;e9
-5;-4w
ac;30
-g;-eh
-a2;-6s
-9b;-2r
-74;-59
2l;-4n
-do;8r
-2z;9n
-35;-7p
6z;k
28;-90
am;-1z
-2g;2a
-do;5r
-2;-6k
-e4;2g
3t;-4r
-2r;7d
-42;-3a
5o;dx
6i;-14
-7n;-97
-aa;39
-7c;-kn
-ju;4p
6f;25
-88;3o
-1p;-dg
18;-ft
42;-7g
4y;-4t
1t;-n
-3z;er
-8d;5t
-gw;-92
x;-ff
-8k;-96
-a9;-ce
cl;2u
5i;6r
g1;ft
-2m;-1r
3g;27
-8a;6m
5z;m5
-5q;-44
-91;14
-5y;-2h
-f3;7g
f2;gh
-43;-k
-5v;-6f
2u;eb
-6y;2g
-ks;md
2s;2j
5q;-1s
j;f3
4s;-2f
-6y;ex
-68;-dj
-58;8u
1t;4w
-33;-g0
-1q;-3o
-87;-2g
-dk;-m1
2r;-7t
-4n;-5
-d8;-5e
34;-t
bm;ec
7t;f
-bn;-1e
-6k;-69
-ah;5w
1w;-2b
-61;1t
-53;-59
3f;2y
9m;89
-62;-9w
-ce;l9
-9j;34
-8w;-4a
1g;-5l
92;-83
-p;f3
5r;-7t
-7n;-4i
-8c;gd
1j;-j7
-1n;-20
-7x;-t
-t;-3b
4n;-kh
1u;-2n
1e;y
-g5;-mo
-29;-1h
a2;-31
51;-6o
-95;c8
71;6m
-9l;-7w
-41;-7a
-89;-7t
-2w;-5u
-7y;hi
3j;-4y
ha;-7o
43;-4p
k2;-h7
7p;33
-4l;3r
-eo;fj
-96;ds
ij;-aw
-10;fb
-1v;-97
cg;-3u
ai;c2
-2f;-3r
2y;1t
-lp;ey
e3;-b6
-10;4p
-fs;eo
6y;3e
2r;-7m
-jp;-80
63;3f
3n;4s
20;66
2t;46
76;6z
-29;55
-as;-az
1n;4o
-8h;6b
-41;2p
l;4z
7f;9
-gm;6y
-iz;7o
f3;-4w
94;58
1p;-1k
1m;15
3t;-b3
2i;-2d
-du;1e
-s;c5
7;6m
16;3o
80;18
ez;-o1
-7v;bv
av;-4b
-gu;-eu
-6j;91
-1q;z
-ai;1k
7q;-2m
fp;-2l
2v;gq
-41;h0
-g7;-5r
6;fn
-3g;-8a
-5z;-2w
4r;8a
-f3;c4
-3f;-59
-6i;a8
-4n;-6o
-87;-19
5g;-jj
-c7;67
4b;45
-6w;ag
at;-60
6b;6r
9f;-6a
-8k;5g
-ha;-y
28;94
9l;26
-bq;ou
-ht;-fj
5d;-f
-6v;-ft
j;62
bm;-7g
n;gb
-m5;-mx
ja;-ho
g2;3v
-76;5p
-6l;-2s
de;-s
a0;1u
-18;34
81;1j
cm;-70
2f;9g
62;bl
m;d
-2x;7t
-6m;1q
-2k;-dt
1b;by
-2n;2s
i7;3b
-2h;2q
at;-8o
g4;-32
9t;-7n
4;4u
-98;-55
-54;-9x
g6;-r
4c;-87
-5w;-bk
36;ud
b4;-5l
-69;7w
-7k;ab
4d;c2
-z;bu
3i;-c
ca;7h
ef;-w
2t;-7t
k;-1i
-9w;-c1
3r;-4z
-jh;-73
o;7i
fr;eg
-81;-c7
jt;-di
-7f;-eq
74;-3s
-el;cc
-5s;9b
54;-ev
bt;-2l
33;6i
-9t;-3x
-q;3w
2z;73
2s;-3g
-ee;cu
-6i;1m
ms;56
32;-ly
ft;9y
al;br
-mw;-b
-55;-6d
-8e;8o
-5;-5d
-hj;-3o
-qv;-3q
-ce;6a
-9o;-gv
-2h;7w
-39;4j
-6e;gy
3k;jq
3b;-3p
-l;4n
2e;-8x
-6i;-w
cb;8l
-b4;-65
-cs;-df
j7;-4x
-5a;74
-al;4r
-io;-7p
42;l
3l;b4
68;-14
-95;4a
-d1;17
7a;2q
-8g;-4a
-d6;9o
-gx;5c
cy;6x
-2k;bq
-1l;-7i
91;-3a
-lz;-av
8m;-43
-7j;-c9
-8;bt
-cj;7
4v;-as
-41;-7y
91;v
9x;-dt
3e;8v
-3o;-5z
3s;-a
p7;-1u
-8;ct
9p;6p
-5k;-36
-ba;4w
-bj;-4c
-9y;co
-1o;-44
4m;bo
-8s;-5t
-31;a
-5k;em
3p;-8
-5m;-4p
1e;2t
8g;-3u
-1y;4y
gw;gw
a0;2n
34;-ar
2;-a
9h;-9b
-3q;-89
-ir;-7c
-m;-1b
ea;g9
fi;53
46;3e
7k;3d
34;-6q
-l;-6h
b7;-8y
-9;-br
-4r;cs
-41;6x
-3n;-30
-2k;2i
25;-ad
-7c;22
-2d;5y
-49;7k
25;-fs
-6o;ai
9c;6b
-io;8p
h5;-6x
-ay;26
5j;8h
c8;-s
-91;-b1
1m;-ew
-w;-i
bh;2e
1u;-7m
-7p;-7f
0;9i
-2r;1m
1j;-84
-6;-67
4f;-li
4d;g2
-97;-5x
-em;-5e
hq;-71
-ak;-48
8w;-8s
-gw;-5p
fb;-3q
-aj;-1c
l3;2r
79;fc
50;-18
-d;ch
73;4u
h;jq
-ju;-fw
53;-dw
cl;75
2b;bf
-au;dz
16;3i
11;-72
2f;-4q
8g;fw
-3q;7l
-c5;c4
-hv;-cz
18;-8t
b0;9r
-eq;6m
2o;-4k
-3p;-59
-2q;2t
-1e;9v
-6w;-6l
-du;5i
5o;-76
-28;h2
-ik;8o
-7w;1s
79;-51
7m;5g
-2v;f5
br;-8s
6w;-98
-8k;ez
-5l;eu
-cu;-4r
ed;-5q
-4e;3t
au;5q
-df;-gk
-47;-eq
-4e;-6s
u;-53
5m;3g
3o;c7
br;6h
5c;ft
an;4n
iw;e5
b9;-3t
p;-b4
-53;-3g
5c;-4x
-1k;-1c
-gp;98
dm;4p
g;-9h
3i;-e8
-ay;-45
5c;1x
-7h;s
-cd;en
9v;5q
-4s;-6v
-2z;5m
4b;4j
9;-5e
ci;b1
7w;-7c
92;-fz
bs;-fd
dp;6y
-1i;-a1
-lz;gx
-3b;eo
-3g;-i3
-ae;6b
1p;ir
ql;l
5b;-7s
bm;kf
1;4b
-7s;-97
-6n;-ql
1c;8s
-7s;as
-3b;-5k
8h;7f
-e2;-2h
-lf;-3p
-ha;7y
-1j;28
3g;2l
-fp;hq
-2n;mt
w;-ln
-19;6t
3p;86
-a;-53
1w;-1l
-4o;-ci
ai;-5
-dz;-6i
-4r;4w
14;-f0
-a9;-47
-9q;-4t
26;k5
4c;40
93;-4e
ea;-a2
-16;dk
h;-f5
5;bq
-71;kt
e;-6m
bv;-ah
0;-h2
g;-fm
15;-cq
-2c;59
62;-n2
gf;-4a
7s;-5f
-is;-42
91;45
o;2o
-2o;-8b
7j;-2s
6n;8u
bw;-np
-ft;-2q
-19;-1y
9y;-c
-ed;22
-hv;-5
2u;-d
5j;-1z
-ey;1e
-n;ho
-22;iq
-7z;-2s
gp;-35
-32;-ac
5g;-5v
-af;-6e
-22;5a
-4j;-mu
-1j;-it
8r;-7q
ca;-7f
b8;fs
13;7v
-p;bm
-e5;-6l
86;fn
-ep;4n
-2a;-bl
12;-1a
fp;-oe
10;9g
6s;4d
-ik;-6
8y;-7p
-5i;-3r
-6;29
6i;8v
5r;-80
-23;-fx
-as;6j
-p;9
-em;88
8w;-3r
-4t;-37
-5b;3m
7y;-6m
-94;-bc
-cg;-3n
4n;-ai
-m3;-b4
-53;-iz
-i;-7d
-5n;-3p
3r;-3x
-dj;7z
-4i;-52
-ck;qc
-om;-48
-s;-4s
33;-5k
-7v;dd
-er;-cs
b3;hc
86;3j
2u;94
7x;-5s
id;48
1h;1z
-w4;-92
22;10
cr;3s
-6i;-9x
-3w;2x
5q;dw
-cl;ho
7t;-3i
fn;gt
-4q;58
-5b;d7
-s;7i
om;1d
l2;-2q
-47;e8
fs;-e8
-7q;9a
3p;-4z
-39;-e8
l4;-9m
-1n;ax
-84;6r
5d;5n
2s;-a9
63;6a
cj;7y
-77;6c
-6a;-9i
-1m;-2h
-6u;-39
-4h;4l
2s;-aq
-in;dx
46;1r
8s;-as
-1o;-91
-38;8c
72;-8l
-ey;-2w
-ed;16
64;8p
k6;-da
9o;-7n
-6a;d
3t;2u
3z;4j
-31;8w
-3y;y
3z;-r
-eb;-4k
7;-5r
fm;2o
-67;38
6i;-k
-4o;53
ca;b8
-g;23
-1o;6c
41;-43
5y;-3m
63;1u
cz;-v
-cr;c7
-gm;-4x
-2d;-7k
58;33
53;9t
-6;g6
-3y;-p
-i1;-48
ej;c5
r;zh
-5y;-6n
-95;2u
b;5l
ez;76
2z;i4
-10;-cz
-7j;-1m
6;-16
-30;-99
-8w;-ce
6y;-6c
j;4p
36;-cr
-ev;-4z
-1a;-a9
3m;-1k
-3v;26
n;-jx
-3f;8p
-cl;-5l
2u;-8s
-2w;80
-2m;7x
2x;-k
-8w;-9x
41;-2c
-io;hr
-db;1h
8n;7x
-77;-e
-df;3e
3v;-9t
-d6;-1f
-5v;7x
11;3q
-d8;-kk
14;3a
2y;66
-hi;4i
-3d;-4q
-a3;-23
-1k;-2y
b0;17
kx;-3h
15;-5y
1n;-em
2q;-cx
69;1s
-45;hh
-37;-2k
-9s;lb
-6q;1h
-r;cm
-8b;-g7
-e0;40
4c;-89
15;-3t
-94;2t
2f;3l
1w;8t
-7q;8v
-bp;-bl
-7g;1
-24;7a
1q;-26
5q;1
-78;5g
-1e;-f1
-dt;2c
-2e;-5d
8e;-2v
5k;b
5i;-3a
71;-bd
5;-24
-4o;-87
54;cg
-cj;-2c
-t;-ba
-2y;-6j
-5s;-ho
3h;-3h
dh;-ec
r;75
-31;5i
55;-33
-24;-34
-z;50
4b;d4
-5t;-9p
-by;-g
-b9;a3
14;j
i5;-1v
e6;-10
-6;3x
94;-dv
1d;-2b
8t;1j
-bi;-1u
1n;5p
c1;-1g
m;-2w
6f;-2i
-ff;6i
-7l;4v
-bn;-ej
3v;-s
-ec;-oy
-5c;24
4p;-51
-1s;1e
7n;7r
bh;-38
-6s;-s
-3g;-e
-5r;1c
-it;-bp
9z;-11
3g;-gy
25;2b
-2b;-4s
-9q;69
dd;j
1s;-lj
-e;-8f
am;1t
-b4;-h6
-7t;j
2b;-5c
-s;-5k
-2e;-1n
-5s;55
-3p;m
-k5;2x
-8w;-6n
-gs;-37
2y;-54
-91;-1n
-1u;6m
20;32
6c;-am
2g;-bu
-eq;p
ar;-2v
-ec;-1u
y;h5
-1u;-e5
f3;-4c
a9;5q
-gm;1h
-jh;4j
-1b;5q
iy;-3
b1;2j
-v;93
-hz;g6
-17;2w
-m3;1p
-e8;8f
2t;-6o
-ki;aj
-1r;-ah
-bx;-m
jd;6e
-8p;-3f
-eq;-65
-3w;2w
5g;dg
-c1;-ef
50;2a
7n;4r
-h;-o
-3e;9n
ig;-2m
-3j;-dp
-ak;2a
-ka;-fq
-8g;-2a
-9o;4n
5k;s3
-74;gk
3i;-72
-96;39
2r;-9e
-67;4s
86;-5
-7q;6a
f1;-6c
-1w;-6c
-8w;a1
4e;-74
am;-dg
-3o;-3h
1;ha
2g;38
-38;av
-al;8f
-4h;9r
61;-1h
42;8
4v;-1z
6q;br
-9l;2v
-9s;3q
-5d;-a6
-60;cr
-9g;df
-4b;c7
3q;-bs
2v;iy
-9a;16
-d8;-6p
ek;ez
-5y;-69
d;42
3o;-m4
2v;-5u
4c;-5
-3r;bt
-af;-1
20;-ay
-81;-4m
-1b;34
-6h;ah
4r;fo
-1h;-py
2w;-3x
-90;7y
1i;4g
16;8
6i;-6w
-2i;5r
-fy;-1b
-f;c
-1g;c
-o3;-15
4v;-3l
-cy;-5n
5r;hf
-5z;-4u
-f1;-37
b1;34
gr;7
-e;-5k
-7c;-6j
1r;59
8t;4b
-5e;-11
-5r;26
7;b3
-y;b0
bm;4y
6k;3h
-35;-4m
-29;4k
-cr;j6
9h;4z
3;3a
2i;6d
-5o;-71
1x;bl
d9;7u
21;2e
5t;-5r
7v;-45
5z;bi
-x;92
9p;-3r
3r;bl
-41;6d
2e;-8x
-da;-6m
-b1;3e
-2w;-46
-13;-d9
-52;bs
9z;-b6
gg;bf
-19;-4d
3j;b5
-13;9t
kj;-2z
1t;-es
d7;3c
40;2
-15;ah
-1e;39
3f;-co
5u;g
-8l;-87
ay;3b
-41;36
-du;5k
6d;7k
6m;8l
ew;-dk
-5i;jx
4a;bs
-2;-6i
60;2r
-64;2s
-5s;75
-31;93
-84;3v
-39;-47
-17;-ik
9z;-3r
-9w;-4n
-l2;7x
-25;-d0
76;-bf
3i;-4v
-1u;3i
1x;8b
61;-2i
78;-10
-21;1a
-gc;-8j
-ce;-7v
1j;-h
5f;-5t
4w;-1z
fx;-29
51;-fk
c2;-7v
-gg;ct
-3w;i0
-6d;8h
-8n;42
-7k;-ch
-3x;b5
76;2k
4f;-8j
-eh;1v
-d1;-cv
-ek;g5
12;4s
-1y;-4p
-1m;-de
-1a;fl
3e;14
-6w;-cl
4i;g6
bv;84
if;-4p
18;-60
-9e;-30
j6;-7y
42;u6
19;ar
-f1;3f
-55;-51
-na;-w
-1f;2y
-ag;-6i
60;-kr
9j;-9u
2i;31
fh;e6
-fj;-4k
2i;2l
3w;4s
-2s;-62
1d;7a
42;4u
40;-j
-an;-b6
2z;-46
-16;-5n
f0;-84
2d;lv
68;-gc
-6w;-k
-e0;-ag
-56;r
59;1h
62;kk
-4h;bn
-8m;8h
-44;2b
-2q;-cg
-2;-2w
7d;9q
3f;9r
-51;bo
-cr;p
-av;-6q
-3u;4d
1e;-4k
ao;c5
-jp;5b
-74;0
cz;-16
-5h;1c
-eg;3a
-gt;-3q
1i;cx
-5c;-4
4j;-2p
1z;bg
3p;1c
6k;-3b
-k;-2i
-3o;51
-5s;1u
-3f;75
-qa;-1c
-3d;3z
-b5;-3r
-5d;-i9
9h;-63
3a;1n
co;i
-6e;-o0
4l;g
ct;b8
6e;-6t
-bj;5q
-93;-eg
6z;-1x
8p;-at
-5c;72
-c8;-y
-a;-fa
-m;-jt
aa;2y
6n;e
7t;-4x
-l;b3
-1e;-b6
-19;ex
-7i;3
5f;-1g
-5s;4l
-35;-gy
6p;fv
-38;fm
4f;6n
-7v;-bz
22;6g
67;m8
-7y;-bl
8e;-26
-4n;-3p
lr;-8o
-4y;-9
-39;r
-by;bm
32;-jb
-35;3m
13;jz
50;fd
16;4r
1j;-2w
-g8;-29
-er;-4
e3;-23
88;-2t
-f;-di
-h5;-9d
-dn;21
1g;bl
-8v;-61
-jz;9h
9h;-15
fj;-3y
-2t;-7l
-19;-10
4y;91
-ds;4h
et;5l
6g;-lu
-jv;-5r
-5z;2d
-4d;2l
9k;-t
c3;8d
4w;55
75;-2a
-aw;-6j
-5d;25
-kh;l2
-2n;8z
62;-hw
84;-12
ep;-1p
2k;-4a
2p;5i
-2i;-y
av;-4a
-5;-3l
3y;fs
-31;-5l
-6f;a9
-1i;-44
25;9b
-58;-2j
-9u;-4w
-kb;8p
8j;cs
53;7g
-n4;6z
1e;-5y
d;cz
5r;bp
85;8e
9z;ch
-6y;iv
-o;-j1
-4z;e1
82;-9u
5z;-5y
-r5;46
8u;-bz
-5k;eh
-30;44
b;ea
-4p;-17
9z;-a0
6e;w
8k;bp
by;44
8d;-7u
-5t;-df
-31;e1
4u;1g
hr;co
7b;-2j
39;-7m
gn;-fd
-b0;-h9
-9z;-y
a;-6j
-41;3t
9e;bi
b3;-ak
-3c;b1
8v;-58
-kk;eb
ae;-b0
-1j;1k
5v;-70
-2q;-8a
-26;cf
er;-b5
-7o;-w
-c9;1z
av;-cl
-5;-7h
-y;h
-j5;-57
-2e;-52
-10;-12
-8i;-71
-3b;1a
-m;-84
-6r;h
91;3n
-dl;-v
1h;-2k
d;79
aq;3a
8s;5e
8o;4y
-l;-10
-62;-91
7z;-af
-l;-9w
2n;4l
4;30
-3c;r
-5k;-18
-5o;-7t
dt;-2v
1n;53
-42;-5x
fi;-a8
-4e;6c
bq;1b
-eo;-a4
-d0;ft
-b8;72
-do;10
7h;-23
1c;-8o
