lif;ref
-ew;-5
-45;-5z
-24;-1x
-5o;12
d;-cx
34;cc
-cg;52
4z;-fc
2v;-1c
6t;-4r
bb;lj
8z;-ee
8e;-85
-7q;-7b
-c2;-9v
-93;-7y
r;56
-j;-a
-co;-jf
-3j;-ay
-2l;-58
92;-1u
-a0;80
9l;-73
d3;17
f4;f4
bb;75
6j;-16
35;fw
24;-gy
-8p;-c1
f5;5n
-97;-5q
jd;-2e
-7k;-ho
25;-4s
74;51
dq;gn
gr;-2w
m;-n
2u;-2z
-9f;i
8j;-k3
-2y;-4y
7y;-4u
-du;-64
-bj;-40
b9;31
8f;6n
3f;-7n
-bu;50
7x;fy
-d5;cn
2i;-51
-bn;-4k
dd;21
-x;2q
3o;-8l
5x;19
a;gl
-g4;-ma
6i;54
ho;-da
-5x;6b
27;b6
1l;3a
-7s;fj
9;-dm
6;-qs
-an;5e
-1f;-cd
5o;7w
-72;63
-59;lm
-6p;-7t
-7j;g5
7v;7u
-ky;-at
6u;-dh
7k;-6o
6e;-38
-el;-61
7e;5b
60;3u
dn;-6
-l;54
bf;-mh
er;-3m
gx;1p
-7z;88
-18;-cz
-1y;-d2
1k;-uz
28;2g
-f0;12
-3o;-1y
-41;12
-3d;-3a
-6m;-be
-5g;8d
94;2i
7h;-1y
-dz;2d
-cs;8r
-3k;ah
c3;-s
7l;-50
-cq;h
-f7;-dm
-62;-aa
ag;-14
-1x;-a5
-18;-a6
64;-1y
4w;bt
n5;-2k
di;b7
-90;-7d
6m;-g4
-6s;8m
-6l;-4l
-m;-82
-9p;6w
-1l;49
-k9;3c
5b;cx
gl;-3p
-cj;1a
5y;-22
-4h;2b
1s;5r
ob;b0
48;-v
-9p;-ab
-7c;-a3
-44;1r
-42;-7y
av;44
-1r;68
67;7s
7c;-53
-cm;cm
-im;-4b
2h;7p
-7l;-97
7a;-99
71;6n
b3;45
-7p;-fk
-6f;-51
3h;af
-80;av
-2s;2e
-3q;cg
-5z;-q
-aj;5l
3c;cj
-7q;-26
-64;-52
6h;-d0
-8x;7e
34;-69
-8c;-1h
75;3g
jz;-bs
4n;-39
61;-bk
-i6;-d
-ca;d8
-3n;-7u
4;-ct
-gt;hr
3f;-ns
-a6;-7h
-p;-30
5z;-eg
b0;-z
8y;-et
-7h;0
-g1;2e
-9j;3s
-43;5n
-4j;-23
7b;is
13;-n3
-b7;-95
1i;9l
-3o;84
-m;-1
-7d;e
-73;-cn
d5;-20
64;5f
-91;41
k;2c
-b5;-90
-36;8g
7x;4x
-3d;4z
-c;-gg
82;72
o;5g
-6o;-ff
2t;-42
-hd;-eh
4g;-1n
-7u;-l
-fl;2o
-54;-ba
8p;-6f
-1q;-26
-4r;-20
-x;6u
2v;-e
-w;7d
-ep;-go
c0;dz
-9w;-gd
h3;5j
4m;-4r
7m;6
-aq;-dy
3v;-2h
-3n;54
5e;1z
1u;-11
c0;30
-80;-a5
-1a;92
-et;39
-6d;-56
-7m;9e
-bp;20
1h;-a0
5m;6d
28;-9e
-2c;b1
-76;-hd
-7g;8c
-b;1x
4p;29
-h8;bd
-68;-7
-3o;-5m
d2;-5q
-f;7t
-bj;79
24;88
-5i;-cb
-3n;q
-2o;-dz
2f;-2f
ff;8x
-1f;9v
2w;3k
-lv;-47
-3g;-43
bp;-fg
-9l;7y
z;-6v
3d;3f
8x;1v
-fd;-1w
-7x;6s
b6;he
-8e;-27
-29;ad
46;n4
-1e;-bo
6e;8b
-gs;bu
37;2s
-d6;-1f
fd;-36
-ay;-55
8n;by
-52;-1g
hr;1n
-4d;u
4a;-3c
-4g;e5
ef;dh
-7t;-fb
-aq;76
-90;g1
-5l;5q
-87;-49
lb;r
-6e;1y
-x;hf
-i4;-9r
-87;-a0
1j;1j
-k;-1i
6h;-4i
-7r;da
2q;2w
3k;-9h
-6v;-33
8e;-16
-ft;im
54;1c
9d;12
7e;9q
-cg;1i
ht;-70
84;74
-be;-i9
-lj;3n
3b;-1q
-gs;24
3o;bm
1o;50
-5p;63
98;dn
-1k;-4t
-63;-3n
-5c;7y
2p;-2h
-ag;h6
-k3;c
12;a1
-av;-4a
-ab;-6g
6c;-3o
6t;8n
-19;81
-4d;3k
-58;-be
-6p;-5t
5q;-g
9k;-37
5x;-a6
-fh;a8
87;41
-d4;7y
-32;-c7
-4h;n8
17;-9z
-fz;7z
-bg;4m
ed;-m2
-d0;bf
-5h;6d
-1i;-46
fk;-2q
6b;-a0
71;3
-fa;9q
-16;-3t
-5t;-72
-h1;-2m
6o;90
-2k;68
1b;2w
j;-8b
-94;-9n
-cv;c2
e4;2h
-1k;7a
4j;-6x
-m;-er
-1t;-7d
31;gh
-2t;-b6
b9;ab
-aw;-bo
7o;15
-4x;70
2k;-19
9j;-2s
-2r;-kj
-i3;a2
-g;-b7
ff;-36
3x;-bb
-5c;-97
-4z;an
-48;87
-73;95
-bi;-al
-gg;t
-es;n
3n;-49
-3j;-bw
5k;-ht
3d;4a
3q;-24
-6c;dj
6m;-z
1;-dn
7w;-7c
3b;-bd
-6;-4s
-a9;24
-58;-5e
9p;-b3
1q;-n8
1x;h7
b;k
-3g;-39
4;-2p
-54;-bq
5p;2a
1x;-1d
g;65
-1h;10
4e;1h
32;bz
-de;5s
81;-30
43;-63
-al;-3y
-8r;-3j
9d;-8r
7j;-21
4w;-60
-5r;-b9
-2o;-9w
-6n;4j
-j;c8
g2;-3d
-ei;-97
7a;-4n
16;-h5
jj;j6
kc;-65
-4k;gg
-da;-s
-a7;45
-72;-35
nt;jm
-4p;-3u
kq;-d7
-3k;-4m
-7j;-2a
6f;z
h7;bm
bz;dp
8k;7p
as;-v
8r;-7
-8q;31
1i;-17
26;1v
-7q;-4v
cg;20
jj;-qz
-ag;3g
-cf;4q
-6x;36
bg;35
-lv;-ra
6z;-t
8n;66
-an;5g
-37;a8
ey;-9v
6f;-fj
-23;2o
-9d;-9x
v;4b
jk;-5r
93;-1m
4o;81
fs;w
-41;fo
-d;7p
-ad;-2w
2v;ax
-7;-bi
7f;-2h
1v;-4g
-26;-gd
1l;-1f
5k;-6k
-6a;9m
ih;-2i
9p;-51
-2;-3u
3b;9x
12;-5v
-5;-7s
-1f;-i4
64;-1p
-1z;-q7
-7c;-95
49;6o
2q;7s
2n;-39
-3s;ij
73;ag
-9z;-t
6f;ct
-19;5w
7n;6z
-7f;-a0
46;3g
1a;-69
-1q;-4y
-k;-hl
-7w;60
-2r;-h0
-2e;4
-af;-ds
-b4;25
-46;-16
-d4;qb
by;2s
9x;-et
1e;-6v
-2p;bp
-3n;-p
4u;15
-9s;2f
3v;bc
-8q;-im
58;ga
8i;-7z
-7g;-2t
-6r;bb
-20;ib
-c9;-f6
-5k;q
m;-ax
5n;-m
-66;-4l
62;-1s
70;4n
2w;h7
-fh;2p
-4v;-8s
7l;1d
-gk;-4v
az;-1g
7t;-3
50;-av
5v;-4k
-dh;-7b
9c;3x
-5m;kh
-5a;b5
-bu;-mf
4o;35
i;-as
-53;d0
1c;-15
ld;a8
hv;-5c
7r;-lq
4f;-2z
9c;-1e
-cw;-6e
7d;2b
cp;9h
89;-ak
4v;-3p
9i;-g8
-1n;-5y
9x;ib
-fa;-57
-i9;i
-3c;-3f
-6m;-4p
62;-6v
dv;29
1w;n
-41;-2y
-x;-6h
-5e;-1f
1b;-gk
aw;52
3d;-59
dw;-2t
-9a;53
8;70
b8;-3
-2b;-e
g3;18
-4t;4c
95;mr
-58;fy
21;2r
4y;32
-7k;-2v
-fd;-6u
6m;e5
-c1;-oc
-3b;ib
-2a;-q
-ei;-5e
-y;50
-dn;-f1
5;-y
49;qe
-55;8
-1w;3l
3n;4s
jq;-b3
5f;-1s
-a3;-6
-n5;-91
3a;-1r
-67;8c
-72;-29
51;-9u
-lm;-15
-5m;gq
5r;-aw
1j;cl
-50;-w
as;-ar
-52;at
-p;-42
-7h;gw
-3l;2t
dp;ce
-1b;5c
f8;1f
g;-eh
4e;3e
aq;2i
-7l;1u
-m;cd
-s;-7u
-7e;2z
8r;43
-o;-30
4d;71
d1;ft
4c;71
-ah;-8h
-9z;8j
9;-3n
3p;-32
-8m;49
-dc;il
-6n;by
n;7l
k;5l
-81;-70
-el;7f
r;-1h
3q;6n
f0;20
-ro;-gk
-1p;cc
67;-7h
-47;d6
j;-85
-4k;-d2
-1o;q
c;7v
-66;9z
7x;7n
-7z;2l
-1r;-2b
-7w;-4y
-f8;-t
1k;o
-6o;2k
1z;a4
2o;68
-kt;-3a
-dg;-cc
67;39
1p;-3r
-9g;-35
1l;94
-7l;2q
-6e;j9
-1p;f2
-3k;-nx
2c;-44
5r;-4v
-k2;-42
3d;-7g
-nv;ay
3j;6e
-1y;-c2
-41;-6u
22;ab
-6e;-8w
km;1u
-98;30
6m;-5x
-i6;hm
-5i;f4
2l;2j
-2a;-5s
-1s;do
e1;-99
-4c;-5a
-5h;3d
-dt;bh
8t;-7f
-am;4i
54;-88
-fd;-41
aq;-ez
-l3;54
23;-4a
-4u;26
-4y;3m
93;57
-m2;br
-8f;-2
1y;-bu
-32;1n
1f;kr
a9;-dm
1c;-7z
bt;-50
-6v;-36
7v;-8l
-6q;-87
26;7a
-63;-14
-3i;-7w
-2x;-1t
em;-3t
9u;-99
6v;5q
-wh;85
b8;-44
7z;-74
-76;7g
-58;2w
-20;-1e
d;-95
-3k;-1g
-39;br
dc;ha
-1c;-76
-78;d
-ae;c
41;ej
-2a;76
-5z;-27
-gf;-ea
3q;-37
-3c;-2t
cz;-5b
-7f;-1c
e0;-83
-5w;-a7
1m;-13
-3w;-51
-bz;-4y
-8h;-5c
-6y;-bk
-oc;5
-9c;1e
-29;2p
bv;-4d
22;-bl
-4a;-8u
s;-5a
65;1m
7j;-3s
1f;3j
-58;-5m
a7;36
81;c3
by;-b8
-y;36
-4h;-je
-9;5q
36;-4y
-hk;7f
-3l;-4r
-9w;-5m
-5;gb
-4f;-3r
18;9p
au;-6o
6y;92
35;2a
1s;1k
-4y;-1n
1e;2b
3f;av
-au;ac
-g3;-4a
-43;2z
au;9p
48;-22
-af;-9c
4x;-a8
3r;-21
b4;-9s
-ao;6v
-3a;-g
-59;28
-7n;-f9
6c;30
w;-9i
-1d;7b
-4f;g4
-50;-fl
ge;8a
8v;85
7h;-js
-3g;o
-am;4w
5x;g
-ed;-65
-cw;ck
z;2y
-1i;8f
9;1n
8u;-2j
6f;97
3m;-47
-28;cz
-ep;dz
9;r3
-8y;-2m
qz;73
80;-w
dw;6n
-c5;54
-ff;-k
9q;b4
f;-ax
-2x;-ff
9x;-24
64;-72
1l;2t
-3q;-6w
33;99
5a;ba
du;-27
e3;5
-1n;-bl
-9n;-k
5m;-1b
dc;-be
5c;-f5
-7y;hq
-6;-9h
-20;-7h
ow;c0
84;2a
-bm;-9x
-q;-ck
48;2p
-43;-26
-1c;-16
9h;e7
-df;fd
3s;-62
-am;bs
-1m;gt
-8a;-2e
-fd;k0
-i2;lu
6o;el
6c;6u
2n;5s
-5y;-ay
-7b;4x
-4f;2
-jj;do
c9;-14
-5d;91
-3a;2u
1p;bj
-35;14
7v;-1r
bj;-4n
-2g;-5f
6n;1q
t;-21
5f;-28
-4q;1h
-12;5s
-2u;29
-5q;61
5l;f
c7;8
-hv;-10
-2g;-9y
-5j;bi
1x;-40
s;ag
f9;38
23;-a
bn;-b0
1g;9r
-co;4f
ih;-d
y;-7t
-91;-4y
1y;an
-4;10
-91;aq
-qw;gc
45;-aa
fj;9b
t;de
4m;-al
-14;-3f
h;-3d
6n;he
2a;-3e
50;-6r
2z;-k1
-1t;-71
-1e;66
ew;-14
3e;4a
65;-94
2d;-bl
-bf;-e7
81;-7q
4f;-b2
-k6;43
-az;9v
b6;12
4f;70
-4t;6t
-pe;-3c
4n;2o
6c;8l
-cy;ec
-c2;-b0
8o;4j
1z;-fg
-29;-2l
19;-n
-jd;-2w
-av;gq
-2q;-5z
-74;-4q
-4y;-49
an;fd
dd;-3g
1q;6j
-c7;-j
5g;68
-ft;f5
-30;-83
-2b;-ap
-f8;-85
-61;kf
76;-gu
8c;-gg
q;4l
8a;7i
-fr;-gq
7y;1
eh;9f
-50;-4
-m9;-b9
-3j;-40
70;-o
25;1z
2o;16
fg;-y
-bv;3q
-m;1b
-3g;89
16;-5q
-3;-53
-22;-6d
18;dh
e;2d
1r;d8
-fg;-6c
44;ct
-2n;-j3
-7f;4d
-3f;-8u
-8x;1c
13;-2g
n;gh
8c;7o
-28;6g
-3s;6v
-53;-e9
-4c;-5r
x;-1t
dg;-1a
a0;9f
3e;-5n
96;14
-9b;b1
-7r;-9q
51;-5x
15;x
i1;-3q
-h2;5u
-ad;z
-72;n
-n6;-kg
3v;4i
-2v;-3d
-77;60
63;-35
-fb;4t
dy;-25
e6;-ba
ec;-g0
-4r;-fd
-cv;-5e
-3j;-8p
4a;-be
8k;-3t
-4o;-4g
-30;24
1g;1m
o;-a0
4l;8s
6v;3s
3t;-7s
ce;-8u
38;-if
3f;-t
-il;m4
-hp;-4e
-ai;-u
-b9;1f
-fk;fx
-26;-g1
-47;5
jt;-1h
1v;ds
6m;-1y
ko;-b2
bm;-47
3n;49
85;-8i
-2j;-2a
jh;5o
-97;7g
2;8v
-62;-4b
1s;5s
-26;-84
-nk;2k
4x;-c4
3c;-6q
8n;ab
-fu;73
75;-56
a8;7a
-8b;4u
2u;-39
7f;-76
7o;2l
-3a;15
-aj;-9v
-ir;-b0
4i;-3p
73;4u
o;-2k
-c;4r
b6;44
7n;-94
-6y;-3f
a3;c
7i;1z
-y;-9c
5c;-9n
3c;9g
-i4;-4x
1j;-w
-35;4c
kl;-w
z;-dz
63;2x
2h;48
ar;-5y
ml;-6c
-40;54
au;-3h
-i6;2
-ph;-69
-2k;6r
21;x
9i;a1
-8a;2i
5o;-22
-62;-25
-bi;-36
2d;-4c
pj;-ng
-5u;-14
47;9r
-6;n
1a;-23
-2z;3s
47;-24
7a;b8
5n;-c4
e3;d5
-1m;-5s
2u;97
59;-10
-7w;73
-2y;-5e
75;ec
7d;1b
9h;-3u
-69;gh
-i;-5b
-5p;-6y
t2;-ek
-5s;bl
-1l;-4c
4k;-7q
90;-2n
1v;4c
-90;o
5i;4z
1d;-7i
-9h;-48
78;1n
-bk;-4q
-34;-3l
-9;-3q
-cu;8h
-t;2
45;-3y
-75;-42
-fl;-77
8x;-h0
-hk;3c
l2;d5
7i;ct
8q;3a
-2g;-bc
5s;29
9z;5f
-4s;al
-5;-e
-9x;jp
4s;-ah
-h9;28
-5p;-mb
-8r;2w
-av;-j8
ji;2q
-5v;5r
-1s;4w
-8k;-af
39;-2u
8a;-d9
-l0;-cp
q;3m
e;z
-4o;-jh
-dg;3c
28;-2
im;-2q
aa;-54
9e;-6u
1k;55
-cr;1i
1z;-8s
-39;ez
4;3l
-65;38
bj;8l
67;v
-5g;2r
-gs;6k
4l;-z
-b;gp
97;db
-88;3r
-99;a
3u;e9
-27;-1q
4x;4z
8i;12
41;fo
-cp;-69
-24;-b7
-1n;-b7
-53;6a
1j;7r
96;5z
62;-9w
-t;6f
-39;ai
-5h;7
64;94
3q;3a
7o;-76
-6m;40
-ad;-4v
ca;-16
32;-75
3i;6u
-q;-9c
56;-dd
4g;bs
-58;-dt
5f;-3r
3c;ao
-2l;-3a
a6;9a
-8m;6b
8m;-7u
-21;3v
6w;2w
11;13
f3;-fj
5b;7s
-7d;-3f
-cg;-9r
8h;-dn
fq;-2z
aq;45
ek;2j
x;-4x
-f5;-5z
45;-en
2y;-j
9t;-o9
1l;-dd
-30;-5
-d;e6
-c3;ff
gh;-2q
-gf;g2
4p;f7
b6;-1g
-2o;cd
-ke;j5
l;115
-72;3y
96;5i
5m;14
dv;64
e2;1t
3r;6c
-z;5t
c2;4j
-1u;-2c
5f;-2t
4h;-d2
7v;6e
-8k;-6t
-gl;-az
-27;6p
-1x;lb
k;m
-2p;7m
kw;ex
-31;-gz
7d;fp
41;-67
-7h;-cc
12;-6k
-6y;-5s
-n9;-97
90;-gf
ak;17
-62;53
-5j;-d4
k7;3f
-dp;3w
-4f;-b0
-3t;2g
9g;-14
-1w;4o
hd;2e
w;9t
-5u;-5t
f;-ap
-88;5z
-11;bh
-3j;4t
-al;-81
-t;-6d
33;-41
-37;-9l
-22;-6t
-2m;75
-12;-3q
-ac;-7g
hn;-ct
3v;ab
-8u;-8b
-a2;7x
8g;ho
6k;cv
-9a;k6
p;a2
-4e;-5b
-q;-bb
kw;-1g
-ah;9y
-80;db
6t;-1q
dt;7m
5p;2r
-8g;-3s
-ik;e
1a;g1
8q;-6i
b6;-6p
8t;-aq
4b;-9x
-3g;-8w
-2g;-dk
-6u;-kq
-3;-4k
2q;8h
-2f;-ct
lr;-b1
-4u;-22
15;3k
71;-32
4y;-4r
23;-a8
7x;-a9
dr;13
5h;-3
8o;-12
bs;-dq
3c;-51
l;51
1h;5y
cz;-by
-m;5g
1y;-43
-4w;1l
ep;61
8u;-4w
x;64
-e2;18
10;-4h
62;-5r
-7g;49
-a6;2k
-z;w
en;-14
-ml;-4o
ap;-c4
7n;g8
-1k;23
-9a;-6b
-e3;1x
q;4b
7n;-6m
-4h;-2w
89;46
4t;-2i
9w;rl
6m;mb
-9r;-a1
-fr;-e6
5e;-3k
-ls;17
2z;2r
8o;-g7
4k;-j
10;-7j
bf;-7v
-3g;-fl
2w;-1c
-1d;jw
-1o;-c5
as;-1q
-6d;-8c
4d;bn
9m;-6h
ey;5g
bf;-5g
n;-m
-4n;3h
-39;-ay
4j;-2w
-27;-32
1e;2f
23;4y
dg;-x
-19;70
1v;-2k
1y;9h
-4r;ei
-a3;cd
s;-bz
-cp;-6d
41;-4v
-14;-x
-at;-13
-1g;9
35;70
-gp;-5b
gp;a
4c;35
4b;88
ac;8e
-15;-1o
-89;-1n
-d9;j
7k;-85
-bs;-bm
-7;10
-ib;ao
-4w;6n
-2r;2l
2q;ae
-cf;-z
-7y;6k
-ez;28
3y;3u
-6h;-6s
-13;4i
8g;94
4x;-5p
8;-2
-7r;b9
9i;-1u
-48;-bl
-6k;8w
-32;g5
-4f;-6b
-w;-k
3a;-a
7r;v
9;-gk
-c2;e0
7d;-i1
4h;-4w
-8g;-6o
4p;-3s
et;-ds
3x;-9i
fv;k
bs;-5u
3b;e
5i;-3z
r;6u
cr;34
n3;-8z
30;-cs
-hd;28
-2o;1u
6c;3j
32;-c
-5o;lb
32;-7x
-a7;eb
1q;1a
66;bl
37;3
3q;-r
8v;-5i
-b;dm
-14;74
1w;-10
fe;-1l
fx;m
gm;83
6j;-dc
-et;v
3n;-60
5d;-5
3h;55
80;2d
9m;-4v
49;-4o
36;-60
84;kd
6y;-e
-4w;-k
h3;3m
4n;-15
75;-a1
-95;-5u
-z;-j4
-lv;a0
c4;7
ja;98
3d;-7n
x;-2f
3y;-32
k;-ax
-8w;7d
8f;4p
5i;5l
4u;-7r
d;-48
53;-33
4x;55
70;-5p
-w;-57
7k;-js
8w;7i
-86;8a
-cz;-66
a5;-cu
l;-1o
jl;-t
-86;-2r
7x;4o
-3v;-c
-2u;eb
bj;6f
en;-v
-1y;8j
-fv;n7
-x2;22
-77;3s
-23;9d
-53;-9k
4e;dn
-2c;2b
-2j;4s
66;38
18;-7
dz;-jx
-8s;-14
-ct;s
67;-a7
6c;95
-6q;-b8
-8b;-8d
-2y;-2i
-u;-c
-2b;7b
9;-1r
3r;-48
h;-58
5m;k
9n;6p
50;-bk
-2;-82
64;-9j
b;86
3e;eq
-f0;-x
1d;-8a
6h;-1v
2a;8i
79;-ge
-1e;-cj
-dx;-5o
gw;-5o
15;4t
6j;b
ct;cx
ae;8v
-3n;1h
3s;4u
-k7;-6h
a3;-oh
5k;-44
-5f;54
-j5;-ca
3k;32
-ci;-7c
1v;2h
8j;-5l
m;21
-6p;-3u
a4;21
2l;-ch
m6;-4b
1b;1z
ft;2l
-a3;-8
52;g
by;-34
-ef;-2n
7d;-kq
-9o;86
-bb;0
-ey;-16
5d;9s
-8i;-2o
8p;-3w
4n;-i7
6g;-6f
49;-a1
-fv;-25
hg;ed
22;14
-a5;-5n
-30;-2r
-dd;-4v
ch;3l
-8w;2l
-1k;62
-1x;2h
-57;dc
-k;-4z
1c;-bh
4k;-60
8y;-g1
-hf;9x
-7b;87
9h;-cc
-4c;-8
9l;-5n
b5;-5g
-1t;k
-5s;af
-40;44
-ak;ag
5q;-1w
55;1b
z;-4
-6b;dr
-52;96
2i;7l
-m;6t
g;3p
-4m;-4o
-lx;i0
u;37
b3;85
-6s;-3x
2x;bc
4e;-5k
-3c;22
-4x;-2n
-7n;43
v;-d4
-1g;67
bt;5v
-d3;4y
-5a;4o
-2l;-24
-o;e
2m;-1u
gp;-9t
-23;-9d
-1a;af
-hp;me
-5u;1m
-74;6u
6d;5b
-9w;-6g
-4j;6k
ah;-23
-4p;5i
kv;1p
57;-ku
-b0;-8t
-5;-7f
-1g;am
5q;3t
8;4h
-96;-ak
8a;33
-9j;-1x
-5q;8s
-80;-r
-2t;9c
7v;4p
6z;-66
-g;ka
2y;-73
-4a;-3m
6m;6i
-br;6u
-2f;8i
-gy;h
-bp;86
-1g;-1r
6v;-1n
l;1f
gc;-6c
-20;1g
72;-32
-85;q
1o;6o
pt;3t
fo;-11
-3e;-4d
-br;-tf
-4k;8j
1f;-hv
-3v;46
2v;vf
k;e2
2d;9c
-d2;8w
-5z;4t
-ca;6i
96;-3s
45;8g
-d7;-x
-1o;-aw
1m;-2b
-kb;-1w
52;-1l
ce;-1b
-75;3
-aw;30
-mg;-20
-2o;96
6z;13
-8p;73
79;-e9
-62;4s
4a;-ha
34;-b8
jh;a7
4a;-8r
-k;-71
6x;8d
-79;9p
c9;-6f
-30;-eu
-2v;-6d
-3c;-8u
-qx;-mq
2h;-v
-8c;-31
41;ew
9s;-5f
am;ia
-6g;1b
-ej;-7b
8o;-50
26;-80
-7p;-5b
b2;-3f
9a;83
-6c;-26
11;-a5
-67;-ne
23;-86
-96;-81
ks;8z
-23;3q
-ko;-6o
-l;7i
d;-k9
6q;4t
f5;2r
6h;-4v
64;86
9e;37
c6;-8l
-dg;-57
-at;1f
-1z;-79
-c;6d
-2d;-8w
-6b;5a
-2k;5t
-5w;dd
8t;1x
2r;dp
-3d;-ce
p;-7h
5;-cs
4o;7f
-6s;8h
-9n;-3a
-58;u
-er;-57
-49;k
-12;-42
-3g;12
27;-5o
-av;9b
-m;-9g
-m;-ej
-n;2w
8f;-15
-jv;-59
d1;-6v
6m;-5
i6;1p
-e7;-3f
-2m;-as
-d7;-4m
-6f;-56
-1r;5s
11;-dk
2c;19
3b;-6t
c;-d2
8y;bv
28;3x
-f6;87
-1w;-5c
w;-p
m;-49
-51;-31
-53;-16
-k;-5w
-9;4d
2p;-j4
-63;-au
1x;-3i
35;-i8
-5d;5n
65;65
6z;y
-52;di
hz;-77
3p;-8n
7p;-6x
-5q;4b
ep;60
-27;10
cf;lb
6s;ac
1x;-bh
-26;e
7;-36
h;-as
-3h;bf
h2;-ac
-2h;-7s
f;46
-cl;2c
-18;3e
7t;8g
z;-f4
au;-1b
35;-1m
hf;-d
j1;ea
4s;-28
e3;-ax
2;-5y
e3;hg
-35;-6
-1x;90
-7d;2
h3;hz
-4e;eh
10;-5i
3j;-2r
-6o;3w
cb;-27
9t;-7j
2n;-1s
-4f;j
71;8s
-8i;l1
-w;5n
ae;-4g
-21;-4d
18;-37
-7;-3m
-ln;7z
97;-bq
16;4q
-7o;-cu
-48;2c
-a2;-by
5e;7r
-ab;1l
a0;d
6t;9n
-3k;-ca
4u;-g4
-2o;4p
-5e;ct
4g;35
6c;-4e
52;-io
b;-5g
-fk;hv
-9q;8q
52;4
-9g;7l
9y;-5z
-r;al
be;58
-it;-gq
a8;6j
mo;-6k
22;4t
-8t;20
-ec;-87
-1h;-al
60;-1j
fx;-f7
-6u;6w
-n4;-5q
-34;-eb
5j;-k2
1l;-h
4l;-ab
-6g;7z
3r;-20
-7j;-dk
-94;-28
au;-8j
-d5;7t
-d2;8l
jt;r
-h1;-1c
-89;2b
6d;15
-ad;-m9
2e;-3n
-95;4o
-36;hi
b2;8w
35;-6u
-3l;1o
-je;f2
dm;4j
-4a;-cy
-v;mr
5v;49
1k;eb
ah;4a
38;-it
4j;7x
-6l;-h1
-7q;-b2
26;-2e
-30;-9m
-fn;2s
-i;2s
-6c;cp
-5h;bd
9c;18
-m2;-1u
-as;-9i
-3a;-84
-8;-7j
2q;7c
2h;5d
-7v;4i
-fq;c5
-c0;-ct
-ao;5l
-11;fc
c7;-r
7d;-8t
-1r;-8e
7a;ai
-ak;-dh
a;j8
5n;1l
-6u;f1
-7g;-5y
-1u;f8
-3e;-n6
5a;59
3b;7i
-29;53
0;7l
3h;-66
6;x
dj;-51
64;-3z
c;-3o
71;-4k
-2f;9f
2q;ci
-6e;5q
0;nr
-ni;3m
-b3;3r
j;-d8
12;-dw
-7s;dv
11;-6r
-5x;ji
6d;-1c
-74;64
ed;-2i
8w;-dx
a7;-ad
2n;6z
-gv;4w
bw;lo
-37;6j
-o;-bf
6i;-5c
9j;-1u
-4s;9c
cg;8j
-7n;d8
-30;-o
7c;-ab
93;hv
-eu;1d
57;-5z
-3j;-5q
-4r;8i
1m;-b
as;-bt
-7i;78
8f;-a5
-h;-w
-3y;-bz
5a;-3p
5h;8e
50;iu
-j3;6t
-5l;6a
-if;-40
5s;-71
-fj;-1v
n;20
29;-2g
g6;37
8k;-2p
-g;-8c
3t;-ds
-dt;u
j;dm
-40;6w
k5;kh
a1;4j
1;gk
-9k;-5j
-33;1v
a1;-6u
2k;-dx
28;bz
-n;-b3
3l;-5t
-d3;4l
-60;60
d9;-g
-39;-3y
-4q;-86
-15;-jl
-h;2k
fh;8z
-ff;1v
-am;-fz
-b;1m
-59;t
-1p;-ez
-46;6q
-2l;7p
-be;-2z
-9p;-8c
-44;-14
5t;6e
-4i;-ac
4b;dt
ec;w
-25;-ba
cv;-6
-3e;8m
-6h;-bc
ga;e5
-lm;-8p
-cd;-as
-dj;9s
21;d3
9b;-61
92;1d
-5t;5u
-1x;-51
-c7;-8f
mg;-28
-b6;2i
-a3;-m
-di;er
-m;-6b
-2;-5t
-7w;-9m
-4y;-6m
-c7;-9
1j;-aq
8x;-j
5q;v
-1v;-3m
-3s;2s
7r;at
-46;-13
25;-3w
hy;35
75;-f
-59;-j5
1n;-y
48;-2i
-bq;-hc
c6;-9y
bm;2l
8;-4c
10;-77
ff;2h
-3e;-32
dm;4u
cw;89
-2u;-gf
-8;dc
k;5g
-88;a2
-x;-g7
-7i;2i
e2;-gy
86;6d
35;51
-cd;-2g
-6r;4r
4d;7a
89;-8a
-el;3d
-28;bn
76;-2z
c5;1b
-d7;-31
21;43
ga;-b9
-6b;-50
-1a;-ia
-ag;gf
a0;4o
-lf;-bc
-9a;-de
-1h;-bf
-2c;-b2
a8;-c
5x;-7u
e;58
-29;0
-5f;9k
9v;-fk
83;-3s
-9u;ih
-6r;-kc
-4n;-3c
3l;97
fo;7m
-3v;6
bu;1z
-5b;-6o
-3j;-dr
-3e;ew
-3e;-4d
ez;-2l
-5b;-20
-7d;32
7p;27
-4j;73
-cr;92
-3u;-20
-g9;-9r
-6e;-1d
1b;1m
-7s;7
-38;-2w
9k;-8a
-7c;-h2
-ee;-16
sv;bs
6o;-2p
4v;-me
-dl;-ia
ag;y
-83;-ck
-6d;-he
-20;4v
-3g;-b2
-8v;jb
-3x;bx
4d;-6n
na;5x
-cl;-5w
-fv;10
28;-37
-aw;7q
-7a;y
ad;8p
-5e;g
au;-2y
-er;1n
d6;1g
-ba;-5t
11;3f
3m;-6t
-f9;6n
-d8;-7l
-4b;2v
-2g;9
-6i;rt
eq;-o7
-5u;1g
9h;77
-k3;-5p
e;-66
-7p;b1
9e;a6
-8b;-e3
